ingredient_id,ingredient_eng,ingredient_kor,function,description,skin_concerns
ingr_0927,Aronia Melanocarpa Fruit Extract,아로니아열매추출물,,"The extract coming from the dark colored berry called black chokeberry . It looks similar to the blueberry but is even darker and the berries do not taste nice and yummy but are rather sour. It's mainly used for juice, jam, and wine production but not as a fruity snack. As for skincare and the black chokeberry, we have good news: the berries are loaded with stuff good-for-the-skin including  high amounts of antioxidant polyphenols (mainly anthocyanins), some astringent tannins , hydrating sugar compounds as well as some minerals (relatively high contents of potassium and zinc, and some quantities of Na, Ca, Mg, and Fe) and nice vitamins (vitamins B1, B2, B6, and C). Overall, Aronia Melanocarpa is a potent antioxidant berry that's nice to spot on the ingredient list.",
ingr_0928,Avena Sativa Kernel Flour,귀리커넬가루,,"A finely powdered form of Oat Extract that has the same skin soothing, skin protecting and antioxidant benefits we have written about at Avena Sativa Kernel Extract . It is loaded with skin-goodies such as anti-inflammatory agent beta-glucan , skin nourishing lipids, and moisturizing carbohydrates. A real goodie for dry, irritated, inflamed or eczema-prone skin .",
ingr_0929,Potassium Cocoyl Glycinate,포타슘코코일글리시네이트,,An amino-acid based cleansing agent that is described as extremely mild and having outstanding foamability. It can also reduce the harshness and leftover of stronger surfactants such as SLS or fatty acid soaps.,
ingr_0930,Sodium Acrylates Crosspolymer-2,소듐아크릴레이트크로스폴리머-2,,A spherical powder that holds more than 20 times its dry weight in water. Sodium Acrylates Crosspolymer-2 gives formulas a unique gel-to-water-to-powder transformation. It also has a blurring effect on lines & wrinkles.,
ingr_0931,Tetrapeptide-30,테트라펩타이드-30,,"A four amino acid peptide (Proline – Lysine – Glutamic Acid – Lysine; PKEK) whose main magic power is to fade hyperpigmentation (aka age spots) and even out the skin tone . According to its German manufacturer , Tetrapeptide-30 has a nice anti-inflammatory function that leads to a dual action in hindering the pigmentation process. It acts as a tyrosinase inhibitor (the famous enzyme needed to create melanin), and it also blocks the transfer of the melanin up into the top layers of the skin. The manufacturer has done several clinical studies to back up its claims and examined what Tetrapeptide-30 is doing on Caucasian, Asian as well as on ethnic skin. The results confirmed skin-brightening, reduction of age spots, reduction of skin redness and even some reduction of acne lesions. In the reduction of age spots, the peptide showed some synergistic effects with the nice vitamin-C derivative, called SAP .",
ingr_0932,Diethylhexyl Butamido Triazone,디에칠헥실부타미도트리아존,,"A chemical sunscreen agent that's very oil soluble and requires relatively low concentrations to achieve high SPF values (it gives an SPF 12.5 at the max allowed concentration of 10%). It protects in the UVB and UVA II range (but not in UVA I) with a peak protection at 310 nm. It's particularly suitable for water-repellent and water-resistant formulations. Regarding photostability, Diethylhexyl Butamido Triazone is super photostable . It looses 10% of its SPF protection abilities only in 25 (!!) hours when 2 hours counts already as ""photostable"" in the world of chemical sunscreens. Btw, it is not a FDA-approved sunscreen agent, so you will not find it in sunscreens coming from the US. It's allowed up to 10% in Europe and up to 5% in Japan.",
ingr_0933,Acacia Decurrens Flower Wax,아카시아 데쿠렌스 꽃 왁스,,"The flower wax coming from Mimosa that has nice skin protecting and film-forming properties. It also has a nice, sweet smell well known to perfumers. Mimosa wax often comes to the formula together with sunflower and jojoba waxes as the three of them is trade named Acticire and form a natural texture agent that works both as an emollient bringing softness to the formula as well as an active ingredient with skin-repairing , protecting, and moisturizing properties.",
ingr_0934,Polyglycerin-3,폴리글리세린-3,,"Three glycerin molecules attached together. It is a humectant and moisturizer ingredient just like glycerin, but the larger molecular structure penetrates slower into the skin and gives milder, longer lasting moisture.",
ingr_0935,Raspberry Ketone,라즈베리케톤,,"It is the main aroma compound of red raspberries and has a sweet, floral, berry or jam-like raspberry scent. It's used to make cosmetic products smell nice. The molecule used in cosmetics is created synthetically, as the natural one costs a fortune (20 000 $/kg, wow, according to Wikipedia ).",
ingr_0936,Olive Oil Glycereth-8 Esters,올리브오일글리세레스-8에스터,,"An olive oil derived ingredient modified to be water-dispersible while also keeping the original properties of olive oil. While being an emollient , it also has a very gentle cleansing action and can be used as a co-emulsifier and enhancer in cleansing products.",
ingr_0937,Helianthus Annuus Seed Wax,해바라기씨 왁스,,"A hard wax coming from sunflower that has a high melting point and gives excellent thermal stability to the formulas. Similar to other waxes, it is used to stabilize products and give body to them , or to keep stick type formulas, such as lip balms, solid.",
ingr_0938,SH-Polypeptide-1,에스에이치-폴리펩타이드-1,,"Sh-Polypeptide-1 is a cell signaling protein also called Basic Fibroblast Growth Factor and is twin sister to Acidic Fibroblast Growth Factor . We can write here pretty much the same things as we did on aFGF: it is a mitogenic (= stimulates cell proliferation) ingredient that stimulates fibroblast cell growth and proliferation . According to manufacturer info, it also stimulates the synthesis of collagen and other extracellular-matrix (the gooey stuff between cells) components. Growth Factors and skincare is a big, complicated and controversial topic, so if you wanna know more, we have a more detailed explanation on Epidermal Growth Factor, the most common one used in skincare .",
ingr_0939,Ci 77288,CI 77288,,"An inorganic (as in no carbon in its molecule, it is Cr2O3) pigment that gives dull olive green shades . It is not permitted in lip products in the US.",
ingr_0940,Triethoxysilylethyl Polydimethylsiloxyethyl Hexyl Dimethicone,트리에톡시실릴에틸폴리디메틸실록시에틸헥실디메치콘,,A silicone fluid used mainly to treat insoluble powders (such as mineral sunscreen agents or pigments) so that they are easily and evenly dispersable both in the formula and on the skin.,
ingr_0941,SH-Polypeptide-9,에스에이치-폴리펩타이드-9,,"Sh-Polypeptide-9 is a cell signaling protein also called Vascular Endothelial Growth Factor. As its name suggests, its main function is to stimulate the formation of blood vessels. As to what it does in cosmetic products, we found manufacturers info claiming that it plays a role in supplying fibroblast cells (VIP skin cells that make collagen) with nutrients, in the growth and migration of cells and in wound healing . It usually comes to the formula as part of a Growth Factor mix trade named BIO-Placenta , that combines EGF , IGF-1 , FGF1 , FGF2 and this guy to form a synergistic growth factor cocktail . BIO Placenta is claimed to do pretty much everything you would want from an anti-aging active including anti-wrinkle, skin rejuvenation, elasticity enhancement, moisturizing and cell vitalization properties. This all sounds great and Growth Factors are for sure potent cell signaling molecules, but the use of them in cosmetic products is somewhat controversial , so if you are new to the topic, read our explanation at EGF to get a (hopefully) balanced view .",
